Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3155,Walt Disney World Quest: Magical Racing Tour,XB,2005,Sports,Electronic Arts,0.57,0.04,0,0.03,0.64
3156,Vandal Hearts,PC,2011,Action,Electronic Arts,0.23,0.33,0,0.09,0.64
3157,Mario Tennis Ultra Smash,X360,2006,Action,LucasArts,0.55,0.04,0,0.05,0.64
3158,Celebrity Sports Showdown,N64,1999,Shooter,Red Storm Entertainment,0.48,0.15,0,0.01,0.64
3159,Jawbreaker,N64,1999,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64
3160,Scooby-Doo! Mystery Mayhem,N64,1999,Platform,Ubisoft,0.4,0.22,0,0.02,0.64
3161,Mario Golf: Advance Tour,GBA,2004,Misc,N/A,0.46,0.17,0,0.01,0.64
3162,Karaoke Revolution,X360,2009,Action,Electronic Arts,0.37,0.21,0,0.06,0.64
3163,Discovery Kids: Kitten Corner,XB,2002,Shooter,Eidos Interactive,0.29,0.33,0,0.01,0.64
3164,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64
3165,Major League Baseball 2K6,PS3,2010,Role-Playing,Square Enix,0.17,0.2,0.2,0.07,0.64
3166,Jampack Volume 13 (RP-M),DS,2009,Platform,Disney Interactive Studios,0.41,0.17,0,0.06,0.64
3167,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS3,2007,Racing,Sega,0.07,0.43,0,0.14,0.64
3168,TouchMaster 3,GBA,2004,Misc,N/A,0.46,0.17,0,0.01,0.64
3169,The Thing,PSV,2012,Action,Sony Computer Entertainment,0.26,0.2,0.09,0.1,0.64
3170,Van Helsing,GBA,2002,Misc,Konami Digital Entertainment,0.46,0.17,0,0.01,0.64
3171,Food Network: Cook or Be Cooked,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05,0.64
3172,Transformers: Fall of Cybertron,PS3,2009,Shooter,Activision,0.25,0.28,0,0.11,0.64
3173,The Urbz: Sims in the City (all regions sales),PS2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0,0.08,0.64
3174,Spawn: Armageddon,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.32,0,0.1,0.64
3175,The Godfather (US sales),PS3,2010,Misc,Sony Computer Entertainment,0.07,0.42,0,0.14,0.64
3176,World Stadium EX,N64,1998,Racing,Nintendo,0.59,0.04,0,0.01,0.64
3177,Ben 10 Alien Force: Vilgax Attacks,N64,2000,Sports,Electronic Arts,0.6,0.03,0,0.01,0.64
3178,Densetsu no Stafi 2,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64
3179,Independence Day,X360,2013,Shooter,Activision,0.46,0.12,0,0.05,0.64
3180,Chocobo Racing,Wii,2007,Racing,Nintendo,0.2,0.26,0.11,0.06,0.64
3181,Ninja Gaiden 3,Wii,2008,Action,Capcom,0.45,0.1,0.04,0.05,0.64
3182,Child of Eden,PS2,2004,Platform,Activision,0.31,0.24,0,0.08,0.64
3183,Family Fest Presents Circus Games,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.33,0.01,0.1,0.64
3184,My Spanish Coach,Wii,2009,Misc,Ubisoft,0.59,0,0,0.04,0.64
3185,Gundam SEED: Federation vs. Z.A.F.T.,Wii,2010,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63
3186,Blood Omen: Legacy of Kain,PS2,2005,Role-Playing,Activision,0.53,0.02,0,0.09,0.63
3187,Super Bomberman 4,PS,1997,Action,Sony Computer Entertainment,0.35,0.24,0,0.04,0.63
3188,Bomberman II,PS2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0,0.44,0.63
3189,Duke Nukem 64,X360,2014,Misc,Ubisoft,0.41,0.16,0,0.06,0.63
3190,Sin and Punishment: Star Successor,PS3,2013,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63
3191,Jump Start Pet Rescue,X360,2007,Racing,THQ,0.22,0.34,0,0.07,0.63
3192,Naughty Bear,XB,2001,Sports,Activision,0.41,0.19,0,0.03,0.63
3193,Super Robot Taisen OG: Original Generations,PS,1999,Strategy,Electronic Arts,0.35,0.24,0,0.04,0.63
3194,Army Men World War: Final Front,XB,2002,Sports,Electronic Arts,0.2,0.4,0,0.04,0.63
3195,Petz: Horsez 2,X360,2009,Action,Atari,0.43,0.14,0,0.06,0.63
3196,Puppy Luv: Spa and Resort,PS2,N/A,Role-Playing,Capcom,0,0,0.63,0,0.63
3197,Yu-Gi-Oh! 5D's Tag Force 4,PS2,2005,Racing,Electronic Arts,0.53,0.02,0,0.09,0.63
3198,Jikkyou Powerful Pro Yakyuu 9,PS3,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.63
3199,Grind Session,GBA,2004,Simulation,Ubisoft,0.45,0.17,0,0.01,0.63
3200,Naruto: Gekito Ninja Taisen! 3,PS3,2011,Action,Disney Interactive Studios,0.3,0.23,0,0.09,0.63
3201,Barbie: Groom and Glam Pups,PS3,2009,Misc,Activision,0.28,0.24,0,0.1,0.63
3202,Wario World,PSP,2008,Action,Sega,0.46,0.09,0,0.09,0.63
3203,Super Breakout,3DS,2012,Misc,Namco Bandai Games,0,0,0.63,0,0.63
3204,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,DS,2009,Action,Electronic Arts,0.21,0.35,0,0.07,0.63
3205,Robert Ludlum's The Bourne Conspiracy,N64,1998,Platform,Activision,0.49,0.13,0,0.01,0.63
3206,Battlebots: Design & Destroy,SNES,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63
3207,Eternal Darkness: Sanity's Requiem,Wii,2010,Misc,Activision,0.49,0.09,0,0.04,0.63
3208,Power Rangers: S.P.D.,3DS,2012,Action,Activision,0.38,0.2,0,0.05,0.63
3209,Naruto: Ultimate Ninja 3,X360,2008,Action,Sega,0.38,0.19,0,0.06,0.63
3210,SingStar Motown,Wii,2007,Sports,Activision,0.58,0,0,0.05,0.63
3211,Neon Genesis Evangelion,PS2,2003,Fighting,Namco Bandai Games,0,0,0.63,0,0.63
3212,Mobile Suit Gundam: One Year War,PS3,2011,Misc,Ubisoft,0.33,0.21,0,0.09,0.63
3213,Tongari Boushi to Mahou no Otana,DS,2010,Shooter,Activision,0.54,0.05,0,0.04,0.63
3214,NFL Blitz 20-03,PS4,2015,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63
3215,Just Dance: Summer Party,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63
3216,Dragon Ball Z: Shin Budokai - Another Road,Wii,2009,Shooter,Nintendo,0.43,0.05,0,0.14,0.63
3217,Master of Illusion,2600,1982,Action,Universal Gamex,0.58,0.04,0,0.01,0.63
3218,Remington Great American Bird Hunt,X360,2009,Shooter,Activision,0.34,0.23,0,0.06,0.63
3219,Classic NES Series: Metroid,DS,N/A,Strategy,Nintendo,0.44,0.13,0,0.06,0.63
3220,Alpha Protocol,PC,2011,Simulation,Electronic Arts,0.4,0.23,0,0,0.63
3221,Tetris Axis,XOne,2014,Racing,Ubisoft,0.24,0.34,0,0.05,0.63
3222,Dora the Explorer: Dora Puppy,DS,2009,Strategy,Ubisoft,0.31,0.25,0,0.06,0.63
3223,Primal,3DS,2016,Role-Playing,Square Enix,0,0,0.63,0,0.63
3224,Spec Ops: Covert Assault,X360,2012,Racing,Sega,0.2,0.37,0,0.06,0.63
3225,Flight Control Rocket,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63
3226,Trials Fusion,PS2,2001,Sports,Electronic Arts,0.31,0.24,0,0.08,0.63
3227,NiGHTS into dreams...,PSP,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63
3228,Rock Band 4,PS,1997,Role-Playing,Square,0,0,0.59,0.04,0.63
3229,Bionicle,X360,2011,Sports,Electronic Arts,0.4,0.17,0,0.05,0.63
3230,MLB 2002,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63
3231,TimeSplitters,PS,2000,Sports,Electronic Arts,0.35,0.24,0,0.04,0.63
3232,Barnstorming,Wii,2009,Simulation,THQ,0.41,0.16,0,0.05,0.63
3233,InuYasha: The Secret of the Cursed Mask,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0,0.06,0.63
3234,Rune Factory 3: A Fantasy Harvest Moon,PS3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63
3235,The Powerpuff Girls: Him and Seek,DS,2009,Racing,Electronic Arts,0.26,0.29,0,0.07,0.63
3236,Mega Man Zero 2,PS,2000,Platform,Activision,0.35,0.24,0,0.04,0.63
3237,Wonder Project J: Kikai no Shonen Pino,GC,2002,Misc,Namco Bandai Games,0.48,0.13,0,0.02,0.63
3238,Atelier Totori: The Adventurer of Arland,SNES,1993,Strategy,Tecmo Koei,0.3,0,0.32,0,0.62
3239,The Fairly Odd Parents: Game Boy Advance Video Volume 1,SAT,1995,Shooter,Sega,0,0,0.62,0,0.62
3240,Hunter: The Reckoning  Wayward,XB,N/A,Action,Konami Digital Entertainment,0.38,0.22,0,0.03,0.62
3241,Command & Conquer 3: Tiberium Wars,XB,2005,Sports,Activision,0.4,0.2,0,0.03,0.62
3242,WipEout 64,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04,0.62
3243,Mischief Makers,X360,2010,Action,Ubisoft,0.3,0.26,0,0.06,0.62
3244,Petz Bunnyz,PS3,2010,Shooter,Sega,0.21,0.22,0.11,0.09,0.62
3245,Castlevania: Portrait of Ruin,PS2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62
3246,NHL Slapshot,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04,0.62
3247,EyeToy: AntiGrav,PS3,2009,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62
3248,EverQuest Online Adventures,GC,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62
3249,Cool Boarders,PC,2014,Shooter,Ubisoft,0.15,0.42,0,0.05,0.62
3250,"999: Nine Hours, Nine Persons, Nine Doors",2600,1982,Shooter,Atari,0.58,0.03,0,0.01,0.62
3251,Mobile Suit Gundam: Zeonic Front,XB,2003,Sports,Electronic Arts,0.47,0.13,0,0.02,0.62
3252,Zone of the Enders HD Collection,3DS,2011,Action,Disney Interactive Studios,0.29,0.28,0,0.06,0.62
3253,Def Jam Icon,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62
3254,Tales of the World: Radiant Mythology,XOne,2015,Shooter,Take-Two Interactive,0.36,0.2,0,0.06,0.62
3255,Dawn of Mana,PS2,2004,Platform,THQ,0.3,0.24,0,0.08,0.62
3256,Microsoft Flight Simulator X,PS3,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62
3257,NASCAR Kart Racing,PS3,2011,Action,Ubisoft Annecy,0,0.04,0.57,0.01,0.62
3258,TRON: Evolution,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0,0.06,0.62
3259,Call of Duty: Modern Warfare: Mobilized,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62
3260,The Smurfs,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0,0.03,0.62
3261,NHL FaceOff 99,N64,1999,Racing,Electronic Arts,0.4,0.2,0,0.02,0.62
3262,SEGA Classics Collection,PSV,2012,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62
3263,Juiced: Eliminator,PS,2000,Platform,Eidos Interactive,0.34,0.23,0,0.04,0.62
3264,Naruto: Ninja Council 3,DS,2010,Misc,Activision,0.58,0,0,0.04,0.62
3265,Neon Genesis Evangelion 2nd Impression,PS2,2004,Sports,Play It,0.3,0.24,0,0.08,0.62
3266,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,Wii,2007,Action,THQ,0.57,0.01,0,0.04,0.62
3267,Valkyrie Profile: Covenant of the Plume,PS3,2014,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
3268,The Legend of Spyro: The Eternal Night,2600,1982,Action,Wizard Video Games,0.58,0.03,0,0.01,0.62
3269,Mega Man Battle Network,PS3,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62
3270,25 to Life,PSP,2009,Fighting,THQ,0.25,0.23,0,0.14,0.62
3271,NHL 2K6,PS,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62
3272,Dog's Life,PS2,2004,Racing,Eidos Interactive,0.3,0.24,0,0.08,0.62
3273,The X Files,GB,1995,Puzzle,Nintendo,0,0,0.62,0,0.62
3274,Super Wagyan Land,GC,2003,Misc,Namco Bandai Games,0.48,0.12,0,0.02,0.62
3275,Rascal,PS4,2014,Misc,Ubisoft,0.34,0.17,0,0.11,0.62
3276,Hometown Story,SAT,1996,Fighting,Sega,0,0,0.62,0,0.62
3277,Famicom Mini: Super Mario Bros. 2,SNES,1996,Role-Playing,SquareSoft,0,0,0.62,0,0.62
3278,Yu-Gi-Oh! GX: Tag Force 2,X360,2008,Platform,THQ,0.29,0.26,0,0.07,0.62
3279,Colony Wars,PC,1998,Action,Eidos Interactive,0.59,0.03,0,0,0.62
3280,All-Star Baseball 2004,3DS,2012,Adventure,Namco Bandai Games,0,0,0.62,0,0.62
3281,Big Strike Bowling,DS,2011,Role-Playing,Square Enix,0,0,0.62,0,0.62
3282,Ragnarok Odyssey,N64,1998,Sports,Acclaim Entertainment,0.59,0.02,0,0,0.62
3283,Horsez,PS,2001,Strategy,Banpresto,0,0,0.58,0.04,0.62
3284,SpongeBob's Truth or Square (US sales),PS3,2006,Racing,Sony Computer Entertainment,0,0.57,0.04,0,0.61
3285,Grandia,Wii,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61
3286,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61
3287,Hot Wheels World Race,PS2,2008,Misc,Sony Computer Entertainment,0,0.04,0,0.57,0.61
3288,Avatar: The Last Airbender - The Burning Earth,PS4,2015,Sports,Electronic Arts,0.35,0.15,0,0.11,0.61
3289,Superman: Shadow of Apokolips,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61
3290,NiGHTS: Journey of Dreams,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0,0.02,0.61
3291,American Chopper,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61
3292,Star Wars Trilogy: Apprentice of the Force,PS3,2013,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61
3293,Marvel Super Hero Squad,Wii,2010,Misc,Disney Interactive Studios,0.39,0.18,0,0.05,0.61
3294,JGTC: All-Japan Grand Touring Car Championship,GBA,2005,Misc,THQ,0.44,0.16,0,0.01,0.61
3295,Arc the Lad III,PS2,2002,Shooter,TDK Mediactive,0.3,0.23,0,0.08,0.61
3296,Solitaire Overload,GBA,2004,Platform,Gotham Games,0.44,0.16,0,0.01,0.61
3297,Mobile Suit Gundam: Gundam vs. Gundam,Wii,2010,Misc,Take-Two Interactive,0.35,0.21,0,0.05,0.61
3298,Jikkyou Powerful Pro Yakyuu 11,X360,2009,Sports,Activision,0.46,0.1,0,0.05,0.61
3299,Ghost Trick: Phantom Detective,WiiU,2013,Misc,Ubisoft,0.33,0.23,0,0.05,0.61
3300,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,3DS,2011,Simulation,505 Games,0.5,0.07,0,0.04,0.61
3301,Rush 2: Extreme Racing USA,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0,0.01,0.61
3302,Dr. Mario 64,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61
3303,Jikkyou Powerful Pro Yakyuu 6,Wii,2010,Sports,Activision,0.58,0,0,0.03,0.61
3304,Army Men: Sarge's Heroes 2,DS,2007,Misc,Nintendo,0,0,0.61,0,0.61
3305,Green Day: Rock Band,X360,2010,Sports,Konami Digital Entertainment,0.09,0.44,0,0.07,0.61
3306,Wolfenstein: The Old Blood,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61
3307,Dance Dance Revolution Ultramix 2,PS,1998,Platform,Electronic Arts,0.34,0.23,0,0.04,0.61
3308,Super Famista 4,PS3,2011,Shooter,Sega,0.09,0.07,0.42,0.03,0.61
3309,The Fairly Odd Parents: Game Boy Advance Video Volume 2,DS,2008,Simulation,Electronic Arts,0.31,0.24,0,0.06,0.61
3310,Cabela's Legendary Adventures,XB,2005,Shooter,Electronic Arts,0.37,0.21,0,0.03,0.61
3311,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,PS,1997,Shooter,GT Interactive,0.34,0.23,0,0.04,0.61
3312,JumpStart: Escape from Adventure Island,Wii,2010,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61
3313,Style Lab: Makeover,PSP,2009,Platform,Sony Computer Entertainment,0.18,0.27,0,0.15,0.61
3314,Condemned: Criminal Origins,X360,2008,Sports,Bethesda Softworks,0.56,0,0,0.05,0.61
3315,Mega Man X6,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61
3316,Monster Jam: Urban Assault,X360,2009,Sports,Spike,0.56,0,0,0.05,0.61
3317,BloodRayne,DS,2008,Simulation,Ubisoft,0.56,0,0,0.05,0.61
3318,Kumamon Bomber: Puzzle de Kumamon Taisou,X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0,0.06,0.61
3319,Castlevania: Curse of Darkness,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61
3320,Tom Clancy's HAWX 2,GBA,2002,Sports,Electronic Arts,0.44,0.16,0,0.01,0.61
3321,Harvest Moon: Grand Bazaar,PS,1999,Action,Eidos Interactive,0.34,0.23,0,0.04,0.61
3322,International Superstar Soccer Pro '98,GBA,2005,Action,Electronic Arts,0.44,0.16,0,0.01,0.61
3323,Jimmy Neutron: Boy Genius,GBA,2004,Action,Atari,0.44,0.16,0,0.01,0.61
3324,Zack & Wiki: Quest for Barbaros' Treasure,GC,2001,Sports,Electronic Arts,0.47,0.12,0,0.02,0.61
3325,Double Pack: Finding Nemo / The Incredibles,Wii,2009,Misc,Activision,0.33,0.21,0,0.06,0.61
3326,Animal Crossing: Amiibo Festival,Wii,2008,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.61
3327,Fishing Resort,GBA,2001,Action,Activision,0.43,0.16,0,0.01,0.61
3328,WWE All Stars,N64,1999,Sports,Electronic Arts,0.58,0.02,0,0,0.61
3329,Lord of the Rings: The Third Age,X360,2007,Action,Activision,0.51,0.05,0,0.05,0.61
3330,Football Manager Handheld 2011,GBA,2002,Misc,Nintendo,0.43,0.16,0,0.01,0.61
3331,Mega Man Legends 2,DS,2008,Simulation,Electronic Arts,0.34,0.2,0,0.06,0.61
3332,X-Men vs. Street Fighter,PS2,2003,Fighting,Atari,0.5,0.02,0,0.08,0.61
3333,High Rollers Casino,X360,2010,Fighting,Ubisoft,0.31,0.24,0,0.06,0.61
3334,Castlevania: The Dracula X Chronicles,X360,2009,Shooter,Ubisoft,0.3,0.24,0,0.06,0.61
3335,The Suffering,Wii,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02,0.6
3336,Cyber Troopers Virtual-On,GBA,2003,Sports,Activision,0.43,0.16,0,0.01,0.6
3337,Katamari Forever,PSV,2011,Sports,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6
3338,Star Wars Starfighter: Special Edition,GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0,0.01,0.6
3339,TimeShift,PS2,2005,Platform,Sega,0.5,0.02,0,0.08,0.6
3340,Zone of the Enders: The 2nd Runner,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6
3341,Attack on Titan: Humanity in Chains,PS2,2003,Fighting,Eidos Interactive,0.3,0.23,0,0.08,0.6
3342,Jampack Spring 2004 (RP-T),XB,2005,Fighting,Electronic Arts,0.42,0.16,0,0.02,0.6
3343,Dexter's Laboratory Deesaster Strikes,PSP,2010,Role-Playing,Capcom,0,0,0.6,0,0.6
3344,NFL GameDay 2004,DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6
3345,Scooby-Doo and the Cyber Chase,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08,0.6
3346,Danganronpa: Trigger Happy Havoc,Wii,2011,Action,Disney Interactive Studios,0.36,0.19,0,0.05,0.6
3347,TERA,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0,0.05,0.6
3348,Sega Rally Championship 2,Wii,N/A,Action,Sega,0.26,0.28,0,0.07,0.6
3349,Quake II,DS,2009,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6
3350,Wheel of Fortune: 2nd Edition,PS3,2009,Sports,Activision,0.38,0.15,0,0.08,0.6
3351,Tom Clancy's Rainbow Six: Lockdown,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.03,0.05,0.6
3352,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PS3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6
3353,Cool Boarders 2001,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.37,0,0.1,0.6
3354,Grudge Warriors,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6
3355,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0,0.29,0.6
3356,Mass Effect Trilogy,PS2,2001,Racing,Ubisoft,0.29,0.23,0,0.08,0.6
3357,James Patterson Women's Murder Club: Games of Passion,PSP,2009,Action,Ubisoft,0.22,0.24,0,0.14,0.6
3358,Itadaki Street DS,PS2,2006,Action,THQ,0.5,0.02,0,0.08,0.6
3359,Castlevania: Order of Ecclesia,SAT,1997,Puzzle,Compile,0,0,0.6,0,0.6
3360,BlazBlue: Continuum Shift,PS2,2001,Shooter,Vivendi Games,0.29,0.23,0,0.08,0.6
3361,X-Men: The Official Game,XOne,2014,Action,Square Enix,0.34,0.21,0,0.05,0.6
3362,300: March to Glory,N64,2000,Racing,Nintendo,0.37,0.08,0.14,0.01,0.6
3363,E0: Enemy Zero,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6
3364,Nicktoons: Unite!,WiiU,2013,Platform,Activision,0.4,0.15,0,0.06,0.6
3365,Six Flags Fun Park,PS2,2001,Racing,Infogrames,0.29,0.23,0,0.08,0.6
3366,Spore Hero,Wii,2008,Misc,Disney Interactive Studios,0.32,0.23,0,0.04,0.6
3367,NASCAR Racing,PS,2002,Fighting,Namco Bandai Games,0,0,0.56,0.04,0.6
3368,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,PS,1998,Simulation,Konami Digital Entertainment,0,0,0.56,0.04,0.6
3369,Spider-Man: Web of Shadows,X360,2005,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6
3370,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS3,2012,Strategy,Take-Two Interactive,0.24,0.25,0,0.11,0.6
3371,SpongeBob SquigglePants,X360,2010,Racing,Activision,0.25,0.28,0,0.06,0.6
3372,Fantastic Pets,PS,1998,Adventure,Electronic Arts,0.33,0.23,0,0.04,0.6
3373,Ogre Battle 64: Person of Lordly Caliber,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.55,0.01,0,0.04,0.6
3374,Superman: The New Superman Adventures,SNES,1995,Strategy,SquareSoft,0,0,0.6,0,0.6
3375,UEFA Euro 2008 Austria-Switzerland,PS3,2010,Sports,Electronic Arts,0.4,0.13,0,0.07,0.6
3376,The Terminator: Dawn of Fate,X360,2012,Adventure,Microsoft Game Studios,0.38,0.16,0,0.05,0.6
3377,Rogue Galaxy: Director's Cut,X360,2008,Misc,Electronic Arts,0.34,0.2,0,0.06,0.6
3378,Armored Core,PS4,2014,Action,Disney Interactive Studios,0.26,0.24,0,0.1,0.6
3379,Monster Trucks Mayhem,PS2,2007,Sports,Spike,0.29,0.23,0,0.08,0.6
3380,Winter Sports 2: The Next Challenge,DS,2004,Racing,Ubisoft,0.31,0.22,0,0.06,0.6
3381,Densha De Go! 2,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.22,0,0.09,0.6
3382,Disney Princess: Enchanting Storybooks,PS2,2003,Strategy,Banpresto,0,0,0.6,0,0.6
3383,The Wonderful 101,DS,2005,Puzzle,Nintendo,0.26,0,0.31,0.02,0.6
3384,No More Heroes 2: Desperate Struggle,PC,2008,Action,Electronic Arts,0,0.53,0,0.06,0.59
3385,Armored Core 2: Another Age,PS2,2004,Racing,THQ,0.29,0.23,0,0.08,0.59
3386,Buzz! Junior: Jungle Party,PSV,2012,Platform,Ubisoft,0.13,0.35,0,0.11,0.59
3387,AKB1/48: Idol to Koishitara...,X360,2012,Sports,Sega,0.07,0.46,0,0.07,0.59
3388,Pro Pinball,X360,2008,Sports,Sega,0.15,0.38,0,0.07,0.59
3389,'98 Koshien,PS2,2005,Strategy,Banpresto,0,0,0.59,0,0.59
3390,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),Wii,2010,Misc,THQ,0.56,0,0,0.03,0.59
3391,Speed Racer: The Videogame,PS,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59
3392,Littlest Pet Shop,PC,2011,Action,Ubisoft,0.15,0.34,0,0.1,0.59
3393,Just Dance Kids 2,PS,1998,Sports,Electronic Arts,0.33,0.22,0,0.04,0.59
3394,Hatsune Miku: Project Diva 2nd,PS,2001,Misc,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59
3395,Mario no Super Picross,GC,2002,Shooter,Electronic Arts,0.46,0.12,0,0.02,0.59
3396,"Ed, Edd n Eddy: The Mis-Edventures",DS,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59
3397,Jikkyou Powerful Pro Yakuu '94,Wii,2008,Action,Sega,0.31,0.22,0,0.06,0.59
3398,Disney's Tarzan Untamed,PS3,2010,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59
3399,The Gunstringer,PS,2000,Sports,Midway Games,0.33,0.22,0,0.04,0.59
3400,From Russia With Love,PC,2011,Strategy,Sega,0.19,0.31,0,0.09,0.59
3401,Asura's Wrath,PS,1998,Sports,Konami Digital Entertainment,0,0,0.55,0.04,0.59
3402,My Virtual Tutor: Reading Adventure First to Second Grade,PS2,2008,Misc,MTV Games,0.29,0.23,0,0.08,0.59
3403,Minority Report: Everybody Runs,PS3,2012,Action,Sega,0,0,0.59,0,0.59
3404,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PSP,2009,Action,Activision,0.21,0.24,0,0.14,0.59
3405,NFL GameDay 2002,2600,1981,Puzzle,Mattel Interactive,0.55,0.03,0,0.01,0.59
3406,Pengo,X360,2008,Action,Ubisoft,0.24,0.28,0,0.07,0.59
3407,Story of Seasons,PS2,2002,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59
3408,Beowulf: The Game,XB,2004,Sports,Electronic Arts,0.44,0.13,0,0.02,0.59
3409,Mouse Trap,GC,2002,Platform,Universal Interactive,0.46,0.12,0,0.02,0.59
3410,Super Monkey Ball: Step & Roll,2600,1981,Action,Coleco,0.55,0.03,0,0.01,0.59
3411,Hatsune Miku: Project Diva F 2nd,DS,2007,Misc,505 Games,0.54,0,0,0.04,0.59
3412,Overlord,Wii,2008,Action,Take-Two Interactive,0.53,0.02,0,0.04,0.59
3413,Medarot: Kabuto / Kuwagata Version,Wii,2007,Action,Activision,0.52,0.03,0,0.04,0.59
