Rank,Name,Genre,ESRB_Rating,Platform,Developer,Publisher,Critic_Score,User_Score,Year
1836,The Lost World: Jurassic Park,Sports,E,PS,Bob the Game Development Bot,Codemasters,8,8,1998
1837,Harry Potter and the Prisoner of Azkaban,Sports,E,PC,Dreamworlds,Eidos Interactive,8,8,2003
1838,Naruto: Clash of Ninja Revolution,Adventure,T,PS3,Adeline Software,Eidos Interactive,7.8,7.4,2008
1839,The Elder Scrolls Online,Misc,E,PS,AlienTrap Games,Hasbro Interactive,8,9.8,1998
1840,Pong: The Next Level,Sports,E,PC,Swingin' Ape Studios,Sega,8.9,7.8,2010
1841,MLB 15: The Show,Shooter,M,PS3,Konami Computer Entertainment Nagoya,Sony Computer Entertainment,6.3,7.8,2008
1842,Steep,Shooter,M,PS3,PROPE,Ubisoft,8,3.4,2014
1843,Braid,Platform,E10,DS,EM Studios,Activision,8,6.5,2008
1844,F1 2012,Action,M,PSP,YarGri,Ubisoft,6.3,8.7,2009
1845,EyePet,Sports,E,PS,Abbey Games,EA Sports,8,9.6,2000
1846,The Wolf Among Us,Role-Playing,M,PSV,Kitfox Games,Atlus,8,9.8,2012
1847,LEGO Marvel's Avengers,Action,T,PS2,Quantum Phoenix Studio,LucasArts,8,7.8,2008
1848,Championship Manager 3,Action,E,2600,exagongames,Atari,8,8,1977
1849,Mario & Luigi: Paper Jam,Role-Playing,M,X360,Type-Moon,Namco Bandai,9.1,7.4,2011
1850,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,M,X360,Galaxy Trail,Tecmo,8.6,9.8,2005
1851,Sekai no Gohan Shaberu! DS Oryouri Navi,Role-Playing,E,NES,WOLCEN Studio,Bandai,8,7.8,1988
1852,NBA 2K10,Role-Playing,E,NES,Panther Software,Bandai,8,7.5,1987
1853,Evolve,Strategy,E10,WiiU,Virtual Basement LLC,Nintendo,8.7,5.4,2013
1854,Ford Racing 2,Adventure,E,Wii,Q Entertainment / Phantagram / FeelPlus,Nintendo,8,3.4,2010
1855,Breath of Fire III,Action,M,GC,Iron Galaxy Studios,Capcom,8.2,8.7,2002
1856,NERF N-Strike Elite,Sports,E,PS,Zen Studios,Natsume,8,9.6,1998
1857,Rayman Origins,Racing,T,X360,Playlogic Game Factory,Electronic Arts,8.4,9.8,2005
1858,Dead or Alive 2,Shooter,M,PS3,Kylotonn Entertainment,Ubisoft,8,7.8,2007
1859,1503 A.D.: The New World,Shooter,M,PS2,MAGES. Inc.,Electronic Arts,7.7,8,2006
1860,1701 A.D.,Strategy,E,PC,SNK Games,Atari,7.3,7.4,2002
1861,1942,Sports,E,PS3,Daoka,EA Sports,8,9.8,2012
1862,Densha De Go!,Platform,E,DS,Maciej Targoni,THQ,7,7.8,2007
1863,Devil May Cry 3: Dante's Awakening Special Edition,Sports,E,Wii,Wonderbox Games,Conspiracy Entertainment,8,8,2007
1864,Empire Earth,Action,T,PS2,Kemco,Eidos Interactive,8,8,2003
1865,Excitebike 64,Racing,E,DS,Fishing Cactus,Disney Interactive Studios,6.5,8,2011
1866,Final Fantasy Tactics: The War of the Lions,Action,T,PS2,Vladis Fire,Ubisoft,8,8,2004
1867,Final Fantasy Type-0 HD,Racing,T,PS,Tribe Tea,Electronic Arts,8,8,1998
1868,Final Fantasy XII: Revenant Wings,Shooter,T,PS2,Kylotonn,Sony Computer Entertainment,8,8,2005
1869,Final Fantasy XII: The Zodiac Age,Role-Playing,T,PS2,thatgamecompany,VU Games,8,7.4,2001
1870,Forza Motorsport 6,Platform,T,PS,Renegade Kid,GT Interactive,8.3,9.8,1997
1871,Game & Watch Gallery,Misc,E,X360,Stalker Entertainment,Warner Bros. Interactive Entertainment,8,7.8,2012
1872,inFAMOUS: Second Son,Racing,E,PS2,Artefacts Studio,Namco,8,7.8,2000
1873,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,Shooter,M,XOne,Sinister Systems,Electronic Arts,8,3.4,2015
1874,Kingdom Hearts HD II.8 Final Chapter Prologue,Sports,T,PS2,VaragtP,THQ,8,6.5,2008
1875,Knack,Fighting,T,PS3,Gaddy Games,Namco Bandai Games,8,8.7,2013
1876,Legend of Mana,Puzzle,E,GB,"Buddiez, Inc.",Nintendo,8,9.6,1993
1877,Monster Rancher 2,Action,M,PS3,Nextech,Activision,8.1,9.8,2009
1878,Monster Strike 3DS,Action,T,XB,AO2Game,LucasArts,8,7.8,2005
1879,MotorStorm: Pacific Rift,Action,E10,DS,Saru Brunei / Intelligent Systems,Activision,8,8,2007
1880,NES Open Tournament Golf,Racing,E10,PS3,Cyanide Studio,Electronic Arts,7.8,7.4,2006
1881,Pokken Tournament,Action-Adventure,E10,PS3,Avalon Hill,Warner Bros. Interactive Entertainment,8,9.8,2012
1882,Return to Castle Wolfenstein,Platform,E,PS2,Game Life,Konami,3,7.8,2001
1883,Sonic Adventure 2 Battle,Platform,E,XB,Tommo,Universal Interactive,8,7.5,2002
1884,StarCraft II: Legacy of the Void,Racing,M,PS2,SilentFuture,Atari,8,5.4,2004
1885,Street Fighter Alpha 3,Misc,T,X360,Lucas Learning,Activision,8,3.4,2008
1886,The Last of Us Remastered,Misc,E,PS,Konami / Eighting,Sony Computer Entertainment,8,8.7,2003
1887,Valkyria Chronicles,Sports,E,PS3,System 3,EA Sports,8.2,9.6,2010
1888,Viva Pinata,Shooter,M,PC,Matthew Brown,Sega,6.2,9.8,2010
1889,Gauntlet,Platform,E,GBA,Dreampainters,THQ,8,7.8,2003
1890,Hollow Knight,Racing,T,PS,Andy Wallace,Activision,8,8,1998
1891,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),Platform,E,NES,1C-SoftClub,Konami,8,7.4,1987
1892,Road & Track Presents: The Need for Speed,Puzzle,E,GB,Eden Games,Nintendo,8,9.8,2001
1893,NFL GameDay 2001,Adventure,E,3DS,Bit Blot,Nintendo,7.4,7.8,2015
1894,Tom Clancy's Splinter Cell: Blacklist,Platform,E,GBA,Asymmetric Publications,Nintendo,7.6,8,2004
1895,NBA Live 97,Action,E10,Wii,Independent Arts Software GmbH,D3 Publisher,8,8,2007
1896,Dynasty Warriors 3: Xtreme Legends,Shooter,T,PSP,The Story Mechanics,LucasArts,6.9,8,2005
1897,Just Dance 2017,Puzzle,E,PS,Alexey Davydov,Sony Computer Entertainment,7.4,8,1997
1898,Jampack Winter 2000,Misc,E,GB,Athena Works,Nintendo,8,7.4,1998
1899,NCAA Football 12,Misc,E,GB,Hothead Games,Nintendo,8,9.8,1999
1900,Ace Combat X: Skies of Deception,Platform,E,DS,The Quantum Astrophysicists Guild,Nintendo,8.4,7.8,2011
1901,NFL Fever 2002,Puzzle,E,NES,Barrel Roll Games,Namco,8,7.8,1993
1902,Haze,Sports,T,PS4,Darkworks,2K Games,8,3.4,2016
1903,Oddworld: Abe's Exoddus,Adventure,E,PS2,Majesco,Alchemist,8,6.5,2006
1904,Tales of Graces f,Sports,E,PS,NGD Studios,EA Sports,8.3,8.7,1998
1905,DiRT 2,Simulation,E,PS,Deadline Games,Maxis,8,9.6,1996
1906,The Bouncer,Simulation,E10,PC,10tacle Studios AG,Monomi Park,8,9.8,2017
1907,Apollo Justice: Ace Attorney,Shooter,M,XB,Givro Corporation,Rockstar Games,8.6,7.8,2001
1908,Midnight Club: LA Remix,Fighting,T,PS,TDK Core,Electronic Arts,8,8,1999
1909,Puzzler Collection,Sports,E,PS2,"Konami Digital Entertainment, Inc.",Sega,8,7.4,2002
1910,DmC Devil May Cry,Racing,E,PS2,Lexis Numerique,EA Sports,8,9.8,2002
1911,Cars: Race-O-Rama,Racing,E,PS2,I Need Play,THQ,8,7.8,2006
1912,Army of Two: The 40th Day,Misc,E,XB,Glyphic Entertainment,Microsoft,8,7.5,2001
1913,PlayStation All-Stars Battle Royale,Shooter,T,XB,Extended Play Productions,Activision,8,5.4,2004
1914,Littlest Pet Shop: Winter,Music,T,PS4,Carbine Studios,Activision,8,3.4,2015
1915,WWE 2K19,Shooter,T,PS3,TechFront,Electronic Arts,8,8.7,2007
1916,Disney Epic Mickey 2: The Power of Two,Action,M,PS3,Nerjyzed Entertainment,Sega,8.6,9.6,2010
1917,Sniper Elite V2,Music,E10,X360,Japan Art Media,Ubisoft,8,9.8,2012
1918,Zoo Tycoon DS,Platform,E,PS2,Digital Happiness,Sony Computer Entertainment,8,7.8,2002
1919,Mario Party Advance,Action,T,PS,Brimo Studio,LucasArts,8,8,2000
1920,Disney Tangled,Misc,E,Wii,Tenky,Sega,7.3,7.4,2006
1921,Air-Sea Battle,Platform,E,SNES,Awesome Games Studio,Capcom,8,9.8,1992
1922,Suikoden III,Racing,E,GC,N-Fusion Interactive,Electronic Arts,8,7.8,2003
1923,Injustice: Gods Among Us Ultimate Edition,Sports,E,PSP,Tiertex Design Studios,EA Sports,8,8,2006
1924,The Witcher 2: Assassins of Kings,Misc,E,GBA,Eugene Makashov,Majesco,8,8,2007
1925,Dragon Quest X,Puzzle,E,Wii,Vivid Image,Electronic Arts,8.6,8,2008
1926,Fire Emblem,Racing,E,PSP,Nordic Games,THQ,7.4,8,2006
1927,Brutal Legend,Sports,E,PSP,Taniko,EA Sports,7,8,2010
1928,Dragon's Dogma: Dark Arisen,Racing,E,PS,ClockStone,Accolade,8,7.4,1997
1929,Band Hero,Simulation,T,Wii,Success,Electronic Arts,8,9.8,2007
1930,EA Sports UFC 3,Sports,E,PSP,Origin Systems,Konami,8,7.8,2006
1931,NHL 2004,Action,T,PS2,New Level Software,Black Label Games,8,7.8,2002
1932,South Park: The Stick of Truth,Racing,E,PS2,Dmytry Lavrov,Sony Computer Entertainment,7.5,3.4,2004
1933,Romancing SaGa,Racing,E,PS3,BAM! Entertainment,Codemasters,8.4,6.5,2011
1934,Donkey Kong Junior,Action-Adventure,M,PS4,Happy Happening,Konami Digital Entertainment,7.6,8.7,2014
1935,Medal of Honor: Underground,Adventure,E10,X360,Daylight Studios,Mojang,8,9.6,2015
1936,Dark Cloud 2,Action,M,PS4,Q-Games,Warner Bros. Interactive Entertainment,8,9.8,2015
1937,Kingdoms of Amalur: Reckoning,Action,M,PS,epics,Capcom,8.8,7.8,2000
1938,Guitar Hero: Warriors of Rock,Platform,E,NES,Coffee Stain Studios,Capcom,8,8,1990
1939,Jampack Summer '99,Fighting,T,PS2,Stoic Studio,Atari,8,7.4,2007
1940,Dance Dance Revolution 2nd ReMIX,Fighting,E,SNES,Zenith Blue,Bandai,8,9.8,1994
1941,Star Fox 64 3D,Role-Playing,E,NES,azimut team,Nintendo,8.5,7.8,1990
1942,Sea of Thieves,Role-Playing,E10,DS,CreSpirit,Square Enix,8.5,7.5,2008
1943,Star Soldier,Platform,E,NES,StarSystemStudios,Konami,8,5.4,1986
1944,de Blob,Role-Playing,E,PS3,Ivolgamus UAB,Square Enix,8,3.4,2014
1945,Firewatch,Sports,E,DC,Game Developer X,Sega,9.7,8.7,1999
1946,PilotWings Resort,Action,M,XB,ZoÃ« Mode,Tecmo,9.4,9.6,2004
1947,NHL 2001,Role-Playing,M,PS,FreezeNova,Square EA,7.4,9.8,2000
1948,Hammerwatch,Action,M,PS,Vogd3,Capcom,8,7.8,1998
1949,Dragon Quest Monsters: Terry's Wonderland 3D,Adventure,T,DC,VitaliZelenyuk,Sega,8.9,8,2000
1950,My Weight Loss Coach,Shooter,E,GB,Adriaan de Jongh,Nintendo,8,7.4,1990
1951,Shinobi,Platform,E10,Wii,5pb. Inc.,Sega,4.8,9.8,2009
1952,MLB 16: The Show,Platform,E,DS,Game Arts / Seta Corporation,Sega,8,7.8,2007
1953,Gangs of London,Shooter,E,NES,Tactical Development,Konami,8,8,1986
1954,Club Penguin: Game Day!,Fighting,T,PS3,fupac,2K Sports,7.6,8,2013
1955,Total War: Warhammer II,Simulation,E,PC,Con Man Games,Unknown,8,8,2013
1956,Football Manager 2018,Action,T,XB,Vladimir Maslov,Atari,8,8,2003
1957,Scooby-Doo! First Frights,Sports,E,PS2,Digerati Distribution,EA Sports,8,8,2001
1958,Harvest Moon 3D: A New Beginning,Action-Adventure,T,PS4,Game Factory,Sony Interactive Entertainment,9.3,8,2018
1959,Skylanders: Trap Team,Action,M,PSP,Sunight Games,Sony Computer Entertainment,8.3,7.4,2010
1960,World Championship Poker,Simulation,T,PS,Screeching Wizard,Electronic Arts,8,9.8,1997
1961,Move or Die,Sports,E,3DS,stillalive studios,Sega,6.5,7.8,2012
1962,Poker Night at the Inventory,Racing,E,GBA,Team Ramrod,THQ,8,7.8,2003
1963,Mega Man Star Force Dragon / Leo / Pegasus,Action,E,GBA,Old B1ood,THQ,8,3.4,2002
1964,Wild ARMs,Sports,E,Wii,Blue Isle Studios,Konami,8,6.5,2008
1965,Kessen,Adventure,M,PS2,Cleverweek,Sierra Entertainment,8,8.7,2006
1966,Red Steel,Action,M,PSP,Talking Stick Games,Konami,8.7,9.6,2006
1967,Ben 10: Alien Force,Misc,E,Wii,Anco,Disney Interactive Studios,8,9.8,2008
1968,Lost Planet 2,Sports,E,N64,SVG Distribution,Nintendo,8,7.8,1998
1969,Driver: San Francisco,Sports,E,NES,Iridium Studios,Tecmo,8,8,1991
1970,Wipeout: In The Zone,Racing,E,PS,Enterbrain,SouthPeak Interactive,8,7.4,1999
1971,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Fighting,T,PSP,Electronic Arts UK,THQ,7.3,9.8,2007
1972,NCAA Football 2000,Adventure,E,DS,Epoch,LucasArts,8,7.8,2009
1973,White Knight Chronicles: International Edition,Action,M,XB,3 Sprockets,Eidos Interactive,8,7.5,2002
1974,Getting Over It with Bennett Foddy,Action,E,GC,Empty Clip Studios,Activision,7.6,5.4,2002
1975,Lego Batman 3: Beyond Gotham,Fighting,M,PC,Game in a Bottle,Warner Bros. Interactive Entertainment,8,3.4,2013
1976,Disney Magic Castle: My Happy Life,Role-Playing,E,GBA,Hypnos,Nintendo,7.1,8.7,2004
1977,Dust: An Elysian Tail,Adventure,M,PS,Beatnik Games,Konami,6.8,9.6,1999
1978,Killzone,Adventure,E10,PSP,Interchannel,LucasArts,7.6,9.8,2008
1979,Colin McRae Rally 04,Action,E10,PS4,Starsphere Interactive,Warner Bros. Interactive Entertainment,8,7.8,2015
1980,Mount Your Friends,Racing,E,2600,Tribute Games,Atari,8,8,1983
1981,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,Action,E10,PS3,Unique Development Studios,LucasArts,8,7.4,2011
1982,Castlevania: Lament of Innocence,Misc,E,GC,HB Studios Multimedia Limited,Nintendo,7.3,9.8,2004
1983,Brothers In Arms: Hell's Highway,Role-Playing,E,GBA,10th Art Studio,Square Enix,8.9,7.8,2003
1984,Zombie Army Trilogy,Sports,E,GB,Outcorp,Nintendo,8,8,2001
1985,Destroy All Humans!,Adventure,E,DS,Kyle Pulver,Nintendo,7.4,8,2008
1986,Tony Hawk: RIDE,Sports,E,NES,Anisoptera Games,Tengen,8,8,1991
1987,SaGa Frontier 2,Shooter,M,PS3,Her Interactive,Capcom,8,7.4,2012
1988,NCAA Football 10,Sports,E,GBA,Mana Potion Studios,Activision,8.9,9.8,2001
1989,MLB 2000,Action,E10,PS4,Netherock Ltd.,Warner Bros. Interactive Entertainment,8,7.8,2015
1990,Bully,Role-Playing,E,DS,ProjectorGames,Level 5,8,7.8,2009
1991,MLB 06: The Show,Shooter,M,X360,Illusions Game Company,Electronic Arts,8,3.4,2012
1992,NHL 2003,Action,M,PS3,Airship Syndicate,Rockstar Games,10,6.5,2010
1993,MLB 12: The Show,Fighting,T,PS3,Compulsion Games,THQ,9,8.7,2011
1994,Monster Trucks / Quad Desert Fury Double Value!,Role-Playing,E,PC,Oleg Sergeev,Square Enix,8,9.6,2017
1995,Kingdom Hearts Re:coded,Simulation,T,PS,Felistella,Electronic Arts,8,9.8,1996
1996,Guitar Hero: Metallica,Shooter,M,PS2,Ubisoft Bulgaria,Activision,8,7.8,2005
1997,2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,Platform,E,PS2,Jack of All Games,Electronic Arts,6.2,8,2002
1998,Monster High: Ghoul Spirit,Action,T,N64,B.B. Studio,Ocean,6.6,7.4,1998
1999,Castlevania II: Simon's Quest,Sports,T,PS2,Locus,Activision,8,9.8,2003
2000,Mega Man 4,Fighting,T,PS3,Liquid Entertainment,THQ,8.1,7.8,2009
2001,Build-A-Bear Workshop,Sports,E,PS,Humansoft,989 Studios,8,7.5,1999
2002,MLB 07: The Show,Shooter,M,PS3,ArtwareGames Inc.,Electronic Arts,7.4,5.4,2008
2003,Jak and Daxter Collection,Racing,E,PS,KITATUS STUDIOS,Namco,8,3.4,1997
2004,Operation Flashpoint: Dragon Rising,Shooter,T,XB,Sick Puppies,Electronic Arts,8,8.7,2003
2005,The Talos Principle,Racing,E,PS,Fishlabs Entertainment,Sony Computer Entertainment,8,9.6,1996
2006,SnoCross Championship Racing,Action,M,XOne,Tate Multimedia,Microsoft Studios,8,9.8,2014
2007,Phoenix Wright: Ace Attorney,Racing,E10,PS2,Bigben Interactive,Rockstar Games,8,7.8,2006
2008,NCAA Football 11,Sports,T,PS4,Media Factory,2K Sports,8,8,2014
2009,Top Gun: Combat Zones,Shooter,T,PS2,ZeroDiv,Ubisoft,8,7.4,2004
2010,NHL 98,Fighting,T,PS,JoWood Productions,Sony Computer Entertainment,8.2,9.8,1997
2011,Nickelodeon Fit,Sports,E,X360,Kalisto,Ubisoft,8,7.8,2011
2012,Space Jam,Sports,E,PS4,Monochrome Corporation,Sony Interactive Entertainment,8,8,2017
2013,SpongeBob SquarePants: The Yellow Avenger,Platform,T,X360,Lucky Chicken Games,Electronic Arts,7.6,8,2008
2014,Balloon Fight,Racing,E,PS2,Astragon,EA Sports,8,7.4,2001
2015,Xenoblade Chronicles,Shooter,T,N64,Ilya Gubin,Rare,8.1,9.8,1999
2016,Crysis 3,Sports,E,GC,Schell Games,Nintendo,8.1,7.8,2004
2017,Killzone: Mercenary,Platform,E,SNES,Stormregion,Capcom,8,7.8,1994
2018,Starsky & Hutch,Fighting,E10,NS,vidiludi games and entertainment,Nintendo,8,3.4,2017
2019,Tobal No.1,Racing,E,SAT,Param,Sega,8,6.5,1995
2020,Blue Dragon,MMO,T,PC,Broccoli,Blizzard Entertainment,9.2,8.7,2004
2021,BUZZ! Quiz World,Role-Playing,E,GBA,Mix Max,Konami,8,9.6,2003
2022,EA Sports Grand Slam Tennis,Racing,E,PS,Sandlot Games / Digital Embryo,Accolade,8,9.8,1997
2023,Farming Simulator 2013,Shooter,T,PSP,RiDeLy,Electronic Arts,6.6,7.8,2007
2024,Dynasty Warriors 7,Strategy,E10,PC,Seven45 Studios,Electronic Arts,7,8,2008
2025,Portal Knights,Sports,E,PSP,MiCROViSion Inc. / Falcom Corporation,EA Sports,7.9,7.4,2009
2026,Street Hoops,Shooter,M,X360,Petit Depotto,City Interactive,4.3,9.8,2010
2027,Knockout Kings 2002,Action,E,XB,Million,Eidos Interactive,8,7.8,2005
2028,Tom Clancy's EndWar,Sports,E,Wii,Double Eleven,EA Sports,7.9,7.5,2009
2029,Tokyo Xtreme Racer 3,Adventure,E,PC,Dorasu,Unknown,8,5.4,2009
2030,Sonic Riders: Zero Gravity,Role-Playing,M,NS,Little Big Lee,Bethesda Softworks,8.6,3.4,2017
2031,Colin McRae Rally 2.0,Simulation,E,PC,Ecole Software,Sega,8,8.7,2008
2032,Glover,Action,T,PS2,A.S.K. Homework,Midway Games,8,9.6,2001
2033,AMF Bowling Pinbusters!,Shooter,M,PS2,GungHo,Crave Entertainment,8,9.8,2004
2034,Super Momotarou Dentetsu III,Action,E,2600,Dan Walters,Activision,8,7.8,1981
2035,Spelunky,Role-Playing,T,3DS,34BigThings srl,Nintendo,8.8,8,2017
2036,Mx vs. ATV Reflex,Platform,E10,PS3,NEKO Entertainment Yullaby,Sony Computer Entertainment,7.5,7.4,2011
2037,Tiger Woods PGA Tour 2002,Sports,E,SNES,Studio 33,ASCII Entertainment,8,9.8,1995
2038,Lost Odyssey,Action,E,NES,"Powerhead, LLC",Hudson Soft,8,7.8,1986
2039,Marvel: Ultimate Alliance 2,Misc,E,PS2,"Ikusabune Co., Ltd.",Sega,8,8,2005
2040,Mini-Yonku Shining Scorpion: Let's & Go!!,Action,M,X360,Virtuos / Game Source,Microsoft,8.2,8,2008
2041,MLB 2005,Puzzle,E,GB,Cokem International,Nintendo,8,8,1990
2042,Burnout Revenge,Platform,E10,PS3,Imadio,Sega,8,7.4,2007
2043,SOCOM 4: U.S. Navy SEALs,Fighting,T,PSP,Mommy's Best Games,Namco Bandai,8.2,9.8,2009
2044,James Cameron's Avatar: The Game,Misc,E,DS,Sony Music Entertainment Inc.,Disney Interactive Studios,8,7.8,2008
2045,Destruction Derby,Action,M,XOne,Aquaplus,Warner Bros. Interactive Entertainment,8,7.8,2017
2046,Killzone: Liberation,Action,E10,XOne,Flight Plan,Warner Bros. Interactive Entertainment,8,3.4,2013
2047,The Biggest Loser: Ultimate Workout,Shooter,M,PC,ASK,Activision,9.3,6.5,2007
2048,3Xtreme,Platform,E,PS2,Arush Entertainment,THQ,8,8.7,2003
2049,Hot Shots Tennis,Shooter,E,PS,K2 / Kurogane,Activision,8,9.6,1998
2050,Resistance: Retribution,Puzzle,E,PS,Rain Games,Compile,8,9.8,1997
2051,Spider-Man 3,Fighting,T,PS3,Legacy Interactive,Capcom,9.3,7.8,2010
2052,Reus,Shooter,E,PC,Dreams,Devolver Digital,8,8,2016
2053,Harry Potter: Quidditch World Cup,Shooter,T,PS3,N-Fusion Interactive Entertainment Corp.,Activision,6.6,7.4,2008
2054,Buzz! Master Quiz,Action,E10,3DS,DREAMS2,LucasArts,6.7,9.8,2011
2055,God of War Saga,Action,E,PS,ZigZagIsland,Take-Two Interactive,5.1,7.8,2000
2056,Blitz: The League,Action,M,PS2,Frozen Codebase,Activision,8,7.5,2003
2057,TouchMaster 2,Adventure,T,PS2,Firemint,Sony Computer Entertainment,9.1,5.4,2005
2058,Castlevania: Circle of the Moon,Role-Playing,E,PS,JV Games,Square,8.4,3.4,1998
2059,Ni no Kuni II: Revenant Kingdom,Simulation,E10,PS2,Delta Factory,Konami,8,8.7,2005
2060,Tiger Woods PGA Tour 06,Fighting,M,X360,Top Heavy Studios,Warner Bros. Interactive,8.3,9.6,2011
2061,Classic NES Series: The Legend of Zelda,Sports,E,PS3,DreamCatcher Interactive,Sony Computer Entertainment,8.3,9.8,2008
2062,Fire Emblem: The Sacred Stones,Action-Adventure,E,PC,Panic Button LLC,Maximum Games,8,7.8,2018
2063,Rhythm Heaven Fever,Action,E,NES,DSI Games,Capcom,8,8,1986
2064,Pokemon Card GB2: GRdan Sanjou,Action,E10,WiiU,Marionette,Nintendo,7.5,7.4,2013
2065,God of War III Remastered,Simulation,E,SNES,TetraEdge Games,Nintendo,8,9.8,1991
2066,We Ski & Snowboard,Fighting,E10,Wii,Konami Software Shanghai,Nintendo,8.7,7.8,2009
2067,Tiger Woods PGA Tour 12: The Masters,Action,M,DC,Kung Fu Factory,Capcom,9.2,8,2000
2068,Ace Combat 2,Shooter,M,N64,Ignatus Zuk and Gonzalo Villagomez,Acclaim Entertainment,6,8,1998
2069,Dissidia 012: Duodecim Final Fantasy,Racing,E,GB,Midas Interactive Entertainment,Nintendo,8,8,1991
2070,NFL 2K2,Action,T,XB,MLB Advanced Media,Electronic Arts,8.8,7.4,2003
2071,Resident Evil: Revelations,Role-Playing,T,XOne,Koei Canada,Square Enix,8,9.8,2016
2072,CSI: Hard Evidence,Action,E,GBA,Hitcents,Eidos Interactive,7.4,7.8,2005
2073,The Tomb Raider Trilogy,Adventure,M,PS2,Solutions 2 Go,Rockstar Games,8,7.8,2005
2074,Fortnite,Misc,E,PS4,Virtual Air Guitar Company,Warner Bros. Interactive Entertainment,8,3.4,2017
2075,Fossil Fighters,Role-Playing,T,PC,Venan Entertainment / Cashmere Productions,Eidos Interactive,8.4,6.5,1998
2076,FIFA Soccer 09 All-Play,Simulation,T,PS2,MLB.com,Bandai,8,8.7,2002
2077,Samba De Amigo,Racing,E,GC,Shin'en,Electronic Arts,8,9.6,2004
2078,MLB 2001,Simulation,T,XB,1C Company,Microsoft Game Studios,8,9.8,2002
2079,Duke Nukem Forever,Sports,E,X360,Wadjet Eye Games,EA Sports,7.6,7.8,2013
2080,SingStar Anthems,Sports,E,PS,Quintet,ASCII Entertainment,8,8,1999
2081,Seiken Densetsu 3,Racing,E,GBA,Sandblast Games,THQ,4.5,7.4,2006
2082,Mega Man 8 Anniversary Collector's Edition,Platform,T,PS3,Slam Games,Electronic Arts,7.7,9.8,2008
2083,Buzz! Quiz TV,Misc,T,X360,"Big Blue Bubble, Inc.",Ubisoft,8,7.8,2011
2084,Call of Juarez: Bound in Blood,Shooter,E10,X360,Outrage Games,Electronic Arts,8,7.5,2014
2085,The Lord of the Rings: War in the North,Shooter,M,XB,Curious Pictures,Ubisoft,8,5.4,2004
2086,LittleBigPlanet Karting,Role-Playing,M,PS4,Platinum Egg,Bethesda Softworks,8,3.4,2017
2087,Monster 4x4: World Circuit,Platform,E,NES,Crea-Tech,Nintendo,8,8.7,1986
2088,NBA 2K6,Action,M,PS,Realmforge Studios,Capcom,8.3,9.6,1997
2089,Sonic Chronicles: The Dark Brotherhood,Strategy,T,PC,Outright Games,Sega,8,9.8,2013
2090,Buzz! The Mega Quiz,Misc,T,X360,The Odd Gentlemen,Activision,9,7.8,2009
2091,Star Wars: Rebel Assault II - The Hidden Empire,Misc,T,PS3,Candle Light Studios,Ubisoft,8,8,2011
2092,Rock Band 3,Misc,T,PS,Lancarse,Sony Computer Entertainment,8,7.4,1998
2093,F1 2009,Fighting,M,PS3,Syscom Entertainment,EA Sports,8.4,9.8,2011
2094,LEGO Harry Potter Collection,Misc,T,PS3,Hot Lava Games,Sony Computer Entertainment,8,7.8,2008
2095,ESPN NHL 2K5,Role-Playing,E,GBA,Naked Sky,Nintendo,8,8,2006
2096,Metal Gear Ac!d,Racing,E,PS3,GlyphX Games,Sony Computer Entertainment,8.1,8,2010
2097,Crimson Skies: High Road to Revenge,Adventure,E10,Wii,Xseed Games,Ubisoft,8,8,2009
2098,Spec Ops: Ranger Elite,Shooter,E,2600,ACOT,Atari,8,8,1983
2099,Gex,Shooter,M,PSP,Aqua Plus,Sony Computer Entertainment,7.9,8,2005
2100,Tales of Xillia 2,Racing,E,PS2,Axis Entertainment,Activision,8,8,2001
2101,Peppa Pig: The Game,MMO,E,PC,Arc Developments,Unknown,8,7.4,2001
2102,Derby Stallion II,Strategy,E,PC,Team 6 Games Studio,Mega Crit Games,8,9.8,2019
2103,Tom Clancy's Ghost Recon: Island Thunder,Shooter,T,XB,Nfusion,Activision,8,7.8,2005
2104,Need for Speed: V-Rally,Role-Playing,E,GBA,"The Neverhood, Inc.",Nintendo,8.3,7.8,2003
2105,Kingdom Hearts Re: Chain of Memories,Misc,E,DS,Kokolo Corporation,Sega,8,3.4,2006
2106,Super Bomberman R,Strategy,E,GC,Pentavision Entertainment,Nintendo,9.1,6.5,2004
2107,NFL GameDay '97,Simulation,E,N64,eV Interactive,Nintendo,8,8.7,1996
2108,Paper Mario: Color Splash,Puzzle,E,NES,Aksys Games,Nintendo,8,9.6,1993
2109,Tony Hawk's Project 8,Racing,E10,PSV,Slitherine Software,Electronic Arts,8,9.8,2012
2110,NHL 2000,Fighting,T,X360,Curly Monsters,2K Sports,7.6,7.8,2013
2111,Cooking Mama: World Kitchen,Misc,T,PS3,Game Lab / Play First,MTV Games,8.7,8,2009
2112,Red Faction: Guerrilla,Misc,T,PS2,Enix,Activision,8,7.4,2009
2113,Fight Night Round 2,Sports,E,PC,Chime,Saga Planets,8,9.8,2007
